writer,article,likes,replys_count,replys,datetime,img,tags
jhyun3111,#건프라 #건담프라모델 #어메이징스트라이크프리덤 #필라 #베팅장갑 #두산베어스 #엄지보호대 #스크린야구 #아리따움 스크린야구 하러 가고싶다 #왕따 #동네친구좀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,33,6,"(1, 's_market_gg', '좋아요 남깁니다'), (2, 'brother_wook', '장갑 나에게 기부할 정현이형 구함'), (3, 'jhyun3111', '@brother_wook 너도 일하니 너가 사는걸로 ㅋㅋㅋ'), (4, 'milranocd', '✨✨😄'), (5, 'i_to_i_sungae', '저랑 인스타 이웃하고싶어요 ㅋㅋㅋ'), (6, 'swtower_', '사진 우와 짱이에요')",2017-11-23 08:23,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#건프라', '#건담프라모델', '#어메이징스트라이크프리덤', '#필라', '#베팅장갑', '#두산베어스', '#엄지보호대', '#스크린야구', '#아리따움', '#왕따', '#동네친구좀'"
astra_hj,"한정판.....! ...!!! 거울도 뜯기 아까워,,, #아리따움 #드리미홀리데이섀도팔레트",42,8,"(1, '_j.u.n.g.e.u.n_', '개예뿜'), (2, 'astra_hj', '@jung.o_o.eun 맞아 진짜 개예쁨 색조합 개쩔ㄹ어 ..'), (3, 'l___classic', '우리 소통해요 ☺'), (4, 'ssoh0115', '헐미친'), (5, 'astra_hj', '@ssoh0115 기븐 조와'), (6, 'real_wedding_', '우리 소통해요😖'), (7, 'kjhooooooon', '너무이쁘세요~ 자주소통해요☺'), (8, 'frank_custom', '사진 잘보고 갑니다 :)')",2017-11-23 07:39,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#드리미홀리데이섀도팔레트'"
glee_makeup,Youtube channel updated.--------------------------https://youtu.be/MPy_8k0_yY8Product use더샘 퍼펙션컨실러 미샤 빨간비비(어퓨 헤일리랑 믹스)어퓨 미네랄블러셔 쉐이딩이니스프리 노세범파우더더페이스샵 브로우마스터아리따움 아이돌브로우 마스카라미샤 아이프라이머미샤 모던 섀도우 치아바타에뛰드하우스 새틴핏아이즈 로제스윗와인에뛰드하우스 시럽빼고 테이크아웃페리페라 펄리나잇 리퀴드글리터 키튼베이지아임미미 아임 펜아이라이너 브라운아리따움 마이크로 마스카라 핑크브라운어퓨 립 펜슬 헤일리+페리페라 글리터#미샤 #어퓨 #이니스프리 #더페이스샵 #아리따움 #에뛰드하우스 #페리페라 #아임미미 #missha #apieu #innisfree #etudehouse #aritaum #peripera #immeme #피부관리 #남자피부관리#skincare #글리메이크업 #메이크업 #유튜버 #youtube #followme #makeup#makeuptutorial #dailylook #exo #bts #mensfashion #dailymakeup,80,1,"(1, 'yasscakeface', 'Cute')",2017-11-23 07:39,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#미샤', '#어퓨', '#이니스프리', '#더페이스샵', '#아리따움', '#에뛰드하우스', '#페리페라', '#아임미미', '#missha', '#apieu', '#innisfree', '#etudehouse', '#aritaum', '#peripera', '#immeme', '#피부관리', '#남자피부관리', '#skincare', '#글리메이크업', '#메이크업', '#유튜버', '#youtube', '#followme', '#makeup', '#makeuptutorial', '#dailylook', '#exo', '#bts', '#mensfashion', '#dailymakeup'"
z_yu_jin_98,#셀스타그램 #셀스타그램 #셀카 #마몽드립 #아리따움 #레드립💄 #겨울 #쌀쌀함 #휴무 #마지막날 #슬프다 #감정스타그램 #박승철헤어스투디오 #미용실 #미용인✂️ #맞팔 #친구 #선팔하면맞팔 #소통 #소통해요 #언팔❌,73,9,"(1, '1.87_cm', '맞팔해여‼️ 선팔하구갈게용~😉'), (2, 'ashley_ravvit', '좋다 :)'), (3, 'moon0sik', '안녕하세여! 제 게시물에도 라이크 후두려 박아주세여~ >3<'), (4, 'z_yu_jin_98', '@1.87_cm 선팔감사해용\U0001f91b🏻'), (5, 'xell.os', '반가워요😁'), (6, 'patzzi1225', '저도 반가워요~조카님~^^'), (7, 'z_yu_jin_98', '@patzzi1225 ㅎㅎ이모😊'), (8, '98eunbi', '#빨간브라너무조아'), (9, 'z_yu_jin_98', '@98eunbi 박은비 ㅋㅌㅋㅋ진짜 아오')",2017-11-23 07:34,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#셀스타그램', '#셀스타그램', '#셀카', '#마몽드립', '#아리따움', '#레드립💄', '#겨울', '#쌀쌀함', '#휴무', '#마지막날', '#슬프다', '#감정스타그램', '#박승철헤어스투디오', '#미용실', '#미용인✂️', '#맞팔', '#친구', '#선팔하면맞팔', '#소통', '#소통해요', '#언팔❌'"
dan_bi_bb,왤케 색감이 실제랑 다른지..네 이런애들이에요ㅠ 짱이뻐ㅠ ...#아리따움 #리미티드 #홀리데이 #에디션 #조녜ㅠ #색감 #뷰스타그램 #비싸 #드리미홀리데이섀도팔레트 #04일상 #소통환영,22,1,"(1, 'skin.in', '안녕하세요. 피부인입니다 ^^ 소통해요')",2017-11-23 07:22,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#리미티드', '#홀리데이', '#에디션', '#조녜ㅠ', '#색감', '#뷰스타그램', '#비싸', '#드리미홀리데이섀도팔레트', '#04일상', '#소통환영'"
codukes4438,아직도 돌아오지 않는 내 왼쪽 쌍커풀.. 그래도 화장은 !!...아리따움 #캐시미어 존예네.. 오랜만에 발랐는뎅.. 립은 더페이스샵 #레드판타지 .블러셔는 #단델리온 미샤 팔레트 들어왔음 좋겠다...ㅠ #화장 #아리따움 #더페이스샵 #왼쪽쌍커풀두겹 #왼쪽쌍커풀돌리도 #뷰티스타그램 #눈스타그램👀,19,1,"(1, 'biki_cool', '구경왔어요')",2017-11-23 07:00,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#캐시미어', '#레드판타지', '#단델리온', '#화장', '#아리따움', '#더페이스샵', '#왼쪽쌍커풀두겹', '#왼쪽쌍커풀돌리도', '#뷰티스타그램', '#눈스타그램👀'"
dojini_mybeauty,".▫️한율▫️어린쑥 수분진정수(150ml)▫️25,000원 (65ml 15000원)한동안 방황하다가 재구매한 한율 어린쑥 수분진정수! 분사력은 약간 아쉽지만 제 피부에는 잘 맞아서 다시 구매했어요이 제품 사용하면 트러블이 금방 진정 되더라구용요즘 몸상태가 너무 안좋아서 트러블이 자주 올라와서ㅠㅠ조금이라도 진정되길 바라며....😭😭스킨 대용으로도 사용하고 건조할때마다 수시로 사용하기 좋아욤!!👍....#코덕 #코덕스타그램 #뷰티 #뷰티스타그램 #뷰스타그램 #뷰티인스타 #메이크업 #메이크업스타그램 #뷰티블로거 #뷰티유튜버 #눈화장 #화장 #화장품 #cosmatic #makeup #koreabeauty #kbeauty #youtuber #insta #tutorial #beautyyoutuber #makeupblogger #motd #eotd #아리따움 #한율 #어린쑥#미스트 #미스트추천",57,3,"(1, 'toptherapy', '인친할까요?'), (2, 'laulpeters', 'Have you chosen your favourite beauty products? 💖💅'), (3, 'beautystyle88', 'Pretty awesome')",2017-11-23 06:52,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#코덕', '#코덕스타그램', '#뷰티', '#뷰티스타그램', '#뷰스타그램', '#뷰티인스타', '#메이크업', '#메이크업스타그램', '#뷰티블로거', '#뷰티유튜버', '#눈화장', '#화장', '#화장품', '#cosmatic', '#makeup', '#koreabeauty', '#kbeauty', '#youtuber', '#insta', '#tutorial', '#beautyyoutuber', '#makeupblogger', '#motd', '#eotd', '#아리따움', '#한율', '#어린쑥', '#미스트', '#미스트추천'"
laurie_cos,#motd #171123 #오늘의화장 #목요메이크업 #가을뮤트 #코덕 #뷰티스타그램 #화장품스타그램 #조합롤이.#👀 #눈화장 역시 새장푸미로 하는 화장이 최고야! 짜릿해!#나스 #포르토벨로 왼쪽으로 음영#마몽드 #로즈골드 피카소206a로 깔아줌#아리따움 #모노아이즈 웜브라운 피카소236으로 쌍겹라인 위까지#패러키트 로 좁은범위 가로음영#바닐라코 br01 아라 풀기#이니스프리 소곤소곤별 애굣살.#☺️ #블러셔 어제 세일때 산 #더샘 #플래시베이지나스 매들리랑 비슷할줄 알았는데 톧짱💖이 아니라고해서 샀당ㅎㅎㅎ그리고 진짜 달라요.플래시베이지가 좀 더 좡끼가 돕니당🎃발색도 잘 되고 색도 예쁘고!.#💄 #립스틱 #닉스 #스톡홀름 개시💕#에스쁘아 #문릿 은 스톡홀름이 잘 안 받을 때 안쪽에 바르려고 챙겨감,221,10,"(1, 'shannon.tang', '스톡홀롬이랑 문릿이라니 😍😍😍 안봐도 예쁨이 예상됩니다 ㅋㅋㅋ'), (2, 'yuria_beauty', '꺄 바로 개시하다니이이이이♡♡'), (3, 'zemu.official', '안녕하세요 잘보고갑니다.😊'), (4, 'laurie_cos', '@shannon.tang 샤논님😍💓💓오늘은 스톡홀름만 발랐는데요..넘나 예뻐요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ원래 이렇게 이쁜가요😂'), (5, 'laurie_cos', '@yuria_beauty 헤헤헤헿🌝❤️❤️오늘 쓴 섀도우들 진짜 다 예뻐 짱예뻐😉💋'), (6, 'shannon.tang', '@laurie_cos 닉스 립크림 진짜 안예쁜 색이 없지요 😍😍😍😍'), (7, 'laurie_cos', '@shannon.tang 진심으로요❤️❤️담엔 부다페스트를 살까 생각 중이에요>_<이렇게 야금야금 전색상을..'), (8, 'bunnyyoumny', '언니어디에요'), (9, 'bunnyyoumny', '부다페스트가뭐에요'), (10, 'laurie_cos', '@bunnyyoumny 쩝ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ')",2017-11-23 06:33,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#motd', '#171123', '#오늘의화장', '#목요메이크업', '#가을뮤트', '#코덕', '#뷰티스타그램', '#화장품스타그램', '#조합롤이', '#👀', '#눈화장', '#나스', '#포르토벨로', '#마몽드', '#로즈골드', '#아리따움', '#모노아이즈', '#패러키트', '#바닐라코', '#이니스프리', '#☺️', '#블러셔', '#더샘', '#플래시베이지나스', '#💄', '#립스틱', '#닉스', '#스톡홀름', '#에스쁘아', '#문릿'"
sojung8024,아이섀도우 팔레트~#아리따움 #홀리데이 #홀레데이컬렉션 #아이섀도우 #아이섀도우팔레트 #12가지컬러💕 #영롱영롱 #반짝반짝✨ #이쁨💕,37,8,"(1, 'clarawon818', '🌼🌼🌼'), (2, 'sboni_korea', 'Amazaing~'), (3, 'rameu_acc', '이쁜주얼리구경하러오세요:)'), (4, 'kjhooooooon', '맞팔해요~!'), (5, 'lej.shoes', '인스타그램 이웃해요'), (6, 'yong_ham', '소통해요🙌'), (7, 'reimish', '선팔눌렀어요~~'), (8, 'biki_cool', '반가워요~  소통해요~!')",2017-11-23 06:30,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#홀리데이', '#홀레데이컬렉션', '#아이섀도우', '#아이섀도우팔레트', '#12가지컬러💕', '#영롱영롱', '#반짝반짝✨', '#이쁨💕'"
yeppu.cosmetics,叮叮噹叮叮噹～🔔12月活動開跑囉！只要來到Yeppu門市臉書或IG打卡分享按讚送給你85折甜甜優惠❤️-本週限定加購活動⚠️滿499加19元BaraBoni 面膜一片（原價29元）繼續關注我們的粉絲專頁會有更多更新的優惠內容哦！——————————————🔥Q小編要來縱火了🔥-韓妞都推的平價單色眼影🌸 Aritaum Mono eyes -你下手了沒～-持久度：♥️♥️♥️♥️顯色度：♥️♥️♥️♥️♥️手滑度：♥️♥️♥️♥️♥️♥️-▪️霧色、亮面、珠光眼影▪️霜狀眼影、粉質眼影這麼多種質地選擇，又這麼多種顏色選擇化妝品不嫌多買過的人都會失心瘋+1+1再+1😅-只能說在折扣期間沒多買會捶心肝啊～—————————————————#yeppu#아리따움#aritaum #winter#koreanbeauty #koreanmakeup #beauty#makeup#開心的價格#專櫃的品質#台灣大道五段三巷9號,51,1,'0',2017-11-23 06:17,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#yeppu', '#아리따움', '#aritaum', '#winter', '#koreanbeauty', '#koreanmakeup', '#beauty', '#makeup', '#開心的價格', '#專櫃的品質', '#台灣大道五段三巷9號'"
dillx013,결국 샀다.....#메이크업 #makeup #팔레트 #아리따움 #홀리데이 #한정판 #만족 #일상 #돈 #거지 #팔로우 #맞팔 #좋아요 #좋아요반사,39,4,"(1, 'rlagpwls0219', '반사요'), (2, 'cheonung2000', '좋반이염'), (3, 'seoyeon_201', '헐 어때'), (4, 'dillx013', '@seoyeon_201 존좋임')",2017-11-23 06:14,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#메이크업', '#makeup', '#팔레트', '#아리따움', '#홀리데이', '#한정판', '#만족', '#일상', '#돈', '#거지', '#팔로우', '#맞팔', '#좋아요', '#좋아요반사'"
jellyjelly_cos,"#젤리motd 다들 너무 오랜만이예요ㅠㅠ저는 그동안 화장품 못사구..아니 사긴 샀는데...발색할 시간도 없구....학교랑 알바에 지쳐서,,흑보고싶었어요 엉엉 (´༎ຶོρ༎ຶོ`)..간만에 올리는 엠오티디...며칠전에 #홀리카홀리카 #하트풀립스틱 원플원하길래 두개 샀는데그 중 하나가 #아몬드슈 거등요정말 안어울리는 색인데 걍 색 예뻐서 샀읍니다.....암튼 그거 사고 탄빵스러운 누드누드 메이크업 빠졌오요누드와 핑크사이를 오가며 사는 요즘입니다 ㅋㅋㅋㅋ눈도 간단한 브라운 음영에 빠졌다눙...거기에 쉬머펄 얹어주기!..눈#아리따움 #웜브라운 #미샤 #부다페스트필터 ..볼#이니스프리 #말린장미부케 이거 넘예..살때 안어울릴거 같은데매장언니가 넘 추천해서 마니팔레트에 끼웠거든요 ㅋㅋㅋ첨 써보는데 이뿌네요..!!!!!..립❤️보나❤️님이 주셨던#클리오 #토스티피치 먼저 슥 발랐어요! 톤다운오렌지브라운보단 톤다운핑크가 더 나아서...그 위에 아몬드슈 슥슥슥...영상 분명히 깨지겠지만 두고 가요!앞으로 자주 올게요 헤헤저 잊지 말아조요...💕미샤 블프 오늘 사러 갑니다 갸악나머지 섀도우 파레트 사구싶은데..그것도 원플원인가여? 부다페스트는 있는데..밍.......#코덕스타그램 #코덕 #motd #코스메틱 #beauty #cosmetics #누드메이크업",69,12,"(1, 'tn_everydaybeauty', '홀리카홀리카 하트풀립스틱 넘 예쁘더라구요ㅋㅋ!!사셨군요ㅋㅋ😆'), (2, 'sboni_korea', 'Wow~'), (3, 'ssol.makeup', '젤리쨔아아아안 여전히 귀여우시군여♡ 컬러필터 1+1이에요!! 포틀랜드 사실거에여????'), (4, '0_dajeong_1', '젤리님 넘 오랜만이잖아요!!!(*ˊૢᵕˋૢ*)'), (5, 'xoxo0o_young', '세상에 젤리쨔야아아아아앙 8ㅅ8 보구시포쪼요 (இдஇ)'), (6, 'jellyjelly_cos', '@tn_everydaybeauty 예쁜건 사야쥬..헤헤 후회없러요 ❤️'), (7, 'jellyjelly_cos', '@ssol.makeup 😊....돈이 있어도 살 수 없는 그것....'), (8, 'jellyjelly_cos', '@0_dajeong_1 보고시펐어요 다정넴 ㅜㅜㅜ'), (9, 'jellyjelly_cos', '@blush_totoro 꺅!!! 제생각해주시다니 넘나 감격...ㅠㅠㅠㅠ 저두요 💕'), (10, 'jellyjelly_cos', '@xoxo0o_young 융쨩 그니까여ㅜㅜㅜ흑흑흑 ❤️'), (11, 'ssol.makeup', '@jellyjelly_cos ㅋㅋㅋㅋㅋㅋㅋㅋ저도요...'), (12, 'ssol.makeup', '@jellyjelly_cos 😇😇')",2017-11-23 06:08,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#젤리motd', '#홀리카홀리카', '#하트풀립스틱', '#아몬드슈', '#아리따움', '#웜브라운', '#미샤', '#부다페스트필터', '#이니스프리', '#말린장미부케', '#클리오', '#토스티피치', '#코덕스타그램', '#코덕', '#motd', '#코스메틱', '#beauty', '#cosmetics', '#누드메이크업'"
_jiddung,오빠한테 미샤 섀도우팔레트 갖고싶다고 찡찡댔다오빠가 사줄려고 6군데나 가봤는데 품절이라 못샀다고ㅠㅠ대신 아리따움섀도우팔레트로 사다줌! 넘나 맘에든다😆💕으갸갸갸갹 이제부터 화장하고다녀야겠다😏#아리따움 #aritaum #섀도우팔레트 #홀리데이한정판 #웨이크메이크 #휘핑톡틴트 #자몽휩 #기분 #좋아 #신나 #고마워요 #하뚜 #❤️ #화장품그램 #일상 #데일리 #자랑스타그램,68,16,"(1, 's_style001', '우와....👍🏻'), (2, 'imhyye', '선팔하고가요~ 소통해요!'), (3, 'bugcys', '당신은 사랑받기 위해 태어난 사람~'), (4, 'eunhee_2015', '굿굿~!'), (5, '_havely_1214_', '결국ㅋㅋㅋㅋㅋ'), (6, 'funky9500', '맞팔할까요~!'), (7, 'kjhooooooon', '피드 보고 왔어요! 사진 잘 보고 갑니다!😀'), (8, 'angelparksy', '반가워요~  소통해요~!'), (9, 'zemu.official', '안녕하세요 잘보고갑니다.😊'), (10, 'frank_custom', '사진예뻐요~^^'), (11, 'ieunjeong5506', '피드 잘 보고 가요^^'), (12, 'reimish', '사진 구경 잘하구 갑니다아😆'), (13, 'must_it_item', '사진예뻐요~^^'), (14, 'yulfloweratelier', '너무이쁘세요~ 자주소통해요☺'), (15, 'pen_cafe', '선팔할까요'), (16, 'biki_cool', '맞팔해요!')",2017-11-23 05:58,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#aritaum', '#섀도우팔레트', '#홀리데이한정판', '#웨이크메이크', '#휘핑톡틴트', '#자몽휩', '#기분', '#좋아', '#신나', '#고마워요', '#하뚜', '#❤️', '#화장품그램', '#일상', '#데일리', '#자랑스타그램'"
puddin__luv,올해 #열네번째 #힛팬 입니다!뭔가 힛팬 진짜 오랜만인듯저는 원래 #아이브로우 는 펜슬타입으로 사용했는데 갑자기 무슨 바람이 불었는지파우더 케익 타입으로 바꿨어요!내장브러쉬는 너무 두툼해서 플라리아 브러쉬사용하는데 눈썹이 크게 진해지지도 않고자연스러워서 개죠음♡ 지속력도 나쁘지않음#아리따움 #아이돌브로우파우더케익 #내추럴브라운듀오 #hitpanproject #hitpan #힛팬프로젝트 #cosmetics #kbeauty #koreanbeauty #instabeauty #beautygram,196,3,"(1, 'kimsmetic', '오른쪽색으로 코쉐딩해도 자연스럽더라구용!'), (2, 'puddin__luv', '@kimsmetic 오맞아요 맞아요 자연스러워서 섀도우까지쓰기좋아요'), (3, 'swtower_', '😶 사진들 리얼 예쁘네요')",2017-11-23 05:38,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#열네번째', '#힛팬', '#아이브로우', '#아리따움', '#아이돌브로우파우더케익', '#내추럴브라운듀오', '#hitpanproject', '#hitpan', '#힛팬프로젝트', '#cosmetics', '#kbeauty', '#koreanbeauty', '#instabeauty', '#beautygram'"
hey_ho_joy_,아싸 개이득 🤞#아리따움#홀리데이#컬렉션#아이섀도우#19000원#행복#마지막1개득템😳😳😳#룰루🎶#내뒤에#학생두명#샘플이라도 팔라며...#승리자#살짝#들어본다#학생두명에게#흐흐흐흐#🙈,33,10,"(1, 'sinyoung0417', '나도 갖고싶었는데ㅠㅠ 가질수있으려나? ㅎㅎ'), (2, 'hey_ho_joy_', '@sinyoung0417 내일 또 가봅시다 ^^'), (3, '02_sy_', '오 예쁨 !'), (4, 'hey_ho_joy_', '@02_sy_ 맞제맞제 완전 개이득 !! 마치고 달려가라!!'), (5, 'ma_neul_', '먼데 !! ㅋㅋㅋ'), (6, 'hey_ho_joy_', '@ma_neul_ ㅋㅋㅋㅋ다른거 사러 갔는데 ㅋㅋ 아리따움 언니가 웃으면서 내옆에서 펼치더라 ㅋㅋㅋ 하나 남았다고 ㅋㅋㅋ 그래서 보자말자 겟 ㅋㅋㅋ 근데 존예요 ㅠㅠ'), (7, 'oli0v0ilo', '야먼데!!!내꺼는!!!'), (8, 'hey_ho_joy_', '@oli0v0ilo 내마음속에 저장^.~'), (9, 'revedeagneau_official', '좋아요~'), (10, 'iamgbread', '소통해요!!')",2017-11-23 05:27,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#홀리데이', '#컬렉션', '#아이섀도우', '#19000원', '#행복', '#마지막1개득템😳😳😳', '#룰루🎶', '#내뒤에', '#학생두명', '#샘플이라도', '#승리자', '#살짝', '#들어본다', '#학생두명에게', '#흐흐흐흐', '#🙈'"
j_yunn_j,19600원 실화임?!아리따움 열일해주셔서 감사합니다(꾸벅)#아리따움 #aritaum #holidaycollection #홀리데이컬렉션 #Dreamyholiday #eyeshadowpalette #한정한 #limitededtion #드리미홀리데이아이섀도우팔레트 #코덕 #코스메틱덕후,45,3,"(1, 'maisondor_', '사진 잘 보고가용 :)'), (2, 'rameu_acc', '제인스타도놀러오셔요~!'), (3, 'likesnari', '즐거운하루되세용**')",2017-11-23 04:55,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#aritaum', '#holidaycollection', '#홀리데이컬렉션', '#Dreamyholiday', '#eyeshadowpalette', '#한정한', '#limitededtion', '#드리미홀리데이아이섀도우팔레트', '#코덕', '#코스메틱덕후'"
haaaaa_02,핵존예......품절이었는데 겨우 샀다😭#핵존예 #아리따움 #팔레트 #섀도우팔레트 #드리미홀리데이섀도팔레트#화장품 #뷰티스타그램 #코스메틱,63,18,"(1, 'mm.kdar', '와 대박.'), (2, 'mm.kdar', '@mm.kdar 진.짜 이쁘다.'), (3, 'haaaaa_02', '@mm.kdar 조녜ㅠㅠ심지너 한정이라구..품절됐을때 우울했는데 오늘 딱 입고돼따ㅜㅜ'), (4, 'mm.kdar', '@mm.kdar 나 나중에 구경시켜죠.. 진짜 너무 예쁘다..🎉'), (5, 'hyojeongshin.official', '왕,, 언니 진짜 완즈이 영롱보스임당💫🙊🙊'), (6, 'haaaaa_02', '@hyojeongshin.official 그치ㅠㅠㅠ조녜보스.....😭'), (7, 'sboni_korea', '좋아요:)'), (8, 'miiin_zi', '오 득템성공했네!!! 난 미샤꺼 사고시포'), (9, 'haaaaa_02', '@miiin_zi 미샤꺼는 걍 다 품절이래ㅜㅜㅜ 오늘 딱 혹시나 하고 갔는데 오늘 입고됐대ㅜㅜ감격ㅜㅜ'), (10, 'miiin_zi', '@haaaaa_02 ㅜㅜㅜㅜㅜ미샤 담주에 입고래ㅜㅜ그때 사야징'), (11, 'jjj11129', '와 이쁘다!!! 색 다 이뻐!!!!'), (12, 'haaaaa_02', '@jjj11129 그치ㅜㅜ아직 넘 예뻐서 쓰지도 못해따..😭'), (13, 'funky9500', '소통해요'), (14, 'artbijou__', '소통하며 인친해용'), (15, 'kjhooooooon', '소통해요 😹'), (16, 'angelparksy', '친구해요옹 🙊'), (17, 'insung.lee.718', '사진 너무 잘봤네요!😃'), (18, 'salonde_the_charm', '맞팔해요 😖')",2017-11-23 04:53,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#핵존예', '#아리따움', '#팔레트', '#섀도우팔레트', '#드리미홀리데이섀도팔레트', '#화장품', '#뷰티스타그램', '#코스메틱'"
yjyj0402oro,........#아리따움 #홀리데이 #팔레트 #뷰티스타그램 #눈화장,13,1,"(1, 'hyunnim_b', '잘보고갑니다^^')",2017-11-23 04:40,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#홀리데이', '#팔레트', '#뷰티스타그램', '#눈화장'"
h_jjiho,취미는 장비먼저 사고본다#20171123 #젤네일 #셀프네일 #새로운취미 #네일아트 #디자인스티커 #특별보너스 #풀세트#아리따움 #모디네일 #아리따움vip #에뛰드 #네일램프 #큐티클제거 #지호네일 #하러와요 ♡,48,15,"(1, 'p.jinjoooo', '행복한 하루 되세요😀✨'), (2, 'y_heeeji', '와 개잘해'), (3, 'ha._.yy', '니퍼날나가면수리맡기세효,,총총총=33 큐티클은조심히 총총총=33'), (4, 'dltmdtntn', '특보 개쥬아'), (5, 'jeong_w_', '@2_shaeng 원조 네일샵!'), (6, 'h_jjiho', '@y_heeeji 스티커야 스티커..'), (7, 'h_jjiho', '@ha._.yy ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐티클이 제일 어려워...밍..'), (8, 'h_jjiho', '@dltmdtntn 또주면좋겠다'), (9, 'h_jjiho', '@jeong_w_ ㅋㅋㅋㅋㅋ마자 사실 이선행 추천'), (10, '2_shaeng', '@jeong_w_ ㅎㅎ 요즘도 열일중'), (11, 'ha._.yy', '@h_jjiho ㅋㅋㅋㅋㅋㅋ만나면내가나중에알려줄게'), (12, 'h_jjiho', '@ha._.yy 만날수있는거냐 너..'), (13, 'yong_ham', '잘보고갑니다^^'), (14, 'sang__woo__c', '맞팔할까요😉'), (15, 'hyunnim_b', '잘보고갑니다:)')",2017-11-23 04:26,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#20171123', '#젤네일', '#셀프네일', '#새로운취미', '#네일아트', '#디자인스티커', '#특별보너스', '#풀세트', '#아리따움', '#모디네일', '#아리따움vip', '#에뛰드', '#네일램프', '#큐티클제거', '#지호네일', '#하러와요'"
